"","year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
"1099",2004,22," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",66.0446942318056
"1100",2003,53," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",126.957885677185
"1101",2004,47," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
"1102",2005,36," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.901232979118
"1103",2007,36," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",87.9810327856054
"1104",2005,42," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",123.089699847943
"1105",2004,54," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",104.921506533664
"1106",2004,27," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
"1107",2004,36," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",131.737801155001
"1108",2006,35," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",73.7757432746946
"1109",2003,60," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",104.921506533664
"1110",2005,42," Male"," Separated"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",91.602615662534
"1111",2008,41," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
"1112",2004,35," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",131.652698654268
"1113",2006,34," Male"," Never Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",309.5717712662
"1114",2007,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",70.6610476694407
"1115",2007,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",84.8520440937874
"1116",2004,59," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",102.870246933215
"1117",2007,29," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",103.90247060316
"1118",2006,32," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
"1119",2003,49," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",128.680488220624
"1120",2009,30," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",106.326864894674
"1121",2003,33," Male"," Never Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",99.2552868268562
"1122",2007,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",133.232350826567
"1123",2003,37," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",78.3924668009837
"1124",2003,46," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.982177377461
"1125",2007,63," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
"1126",2005,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",96.3706528322308
"1127",2005,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",109.833985642199
"1128",2007,46," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",281.745970551857
"1129",2005,45," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
"1130",2008,48," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",200.543262324662
"1131",2007,28," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
"1132",2009,65," Male"," Divorced"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",87.9810327856054
"1133",2005,50," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",97.4932940453934
"1134",2008,53," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",107.903923866876
"1135",2007,48," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",95.6888119067371
"1136",2003,30," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",109.833985642199
"1137",2006,37," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.3874499713449
"1138",2004,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",88.8315691738134
"1139",2008,55," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",166.324941233877
"1140",2004,35," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.6956951317194
"1141",2006,33," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",122.263673892802
"1142",2008,41," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",132.487821126123
"1143",2003,34," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",96.3706528322308
"1144",2006,33," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",89.2428846644714
"1145",2008,49," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
"1146",2006,62," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",73.7757432746946
"1147",2004,31," Male"," Never Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",109.833985642199
"1148",2007,43," Male"," Divorced"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",100.099662492042
"1149",2008,43," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.265677158654
"1150",2004,43," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.6992261117042
"1151",2009,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",109.547296634249
"1152",2003,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",70.4760196469445
"1153",2007,50," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",144.204738892859
"1154",2009,29," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",99.6894636984864
"1155",2004,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",94.0727147457005
"1156",2004,46," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
"1157",2005,40," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
"1158",2004,43," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",81.2832532842527
"1159",2006,54," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",115.375038556391
"1160",2006,38," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",107.903923866876
"1161",2004,32," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",101.402052302992
"1162",2008,28," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",144.479422679423
"1163",2005,33," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",145.143601176911
"1164",2004,44," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",163.515863976238
"1165",2006,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",81.2832532842527
"1166",2005,31," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",40.4056652596845
"1167",2007,48," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",97.4932940453934
"1168",2007,50," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",117.146816914805
"1169",2004,47," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"1170",2004,31," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",84.0459576539924
"1171",2008,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",88.8164739741151
"1172",2009,54," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",86.6951548289402
"1173",2004,24," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",75.3556793180091
"1174",2005,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",98.5993438603892
"1175",2003,65," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
"1176",2007,28," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",109.642968140263
"1177",2008,30," Male"," Separated"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",79.8549003093467
"1178",2009,45," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",166.324941233877
"1179",2008,35," Male"," Separated"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",139.00340805947
"1180",2005,46," Male"," Married"," Other"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",145.143601176911
"1181",2003,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",85.3839403789827
"1182",2008,71," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",99.6916283970721
"1183",2003,39," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
"1184",2009,41," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",68.7480877337669
"1185",2007,33," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",139.703071527658
"1186",2009,76," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
"1187",2009,20," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",76.8936025176112
"1188",2006,34," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
"1189",2003,26," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
"1190",2006,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
"1191",2003,25," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",79.8549003093467
"1192",2006,62," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",128.680488220624
"1193",2006,37," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",180.779952229859
"1194",2009,37," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
"1195",2007,32," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",89.4924795180001
"1196",2007,55," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.220832358777
"1197",2009,36," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",77.4976813877358
"1198",2006,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
"1199",2004,46," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",185.283317088498
"1200",2007,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",128.680488220624
"1201",2005,34," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",147.116689159978
"1202",2004,39," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",106.921814091211
"1203",2005,50," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," No",115.375038556391
"1204",2006,54," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.6992261117042
"1205",2007,60," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",148.413159102577
"1206",2007,48," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",111.720849360989
"1207",2007,47," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",126.323880709786
"1208",2004,20," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",65.1108537153447
"1209",2003,60," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",107.903923866876
"1210",2003,37," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",54.5981500331442
"1211",2003,46," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
"1212",2003,54," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",72.4793162971252
"1213",2006,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",130.982177377461
"1214",2009,32," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",91.6992261117042
"1215",2006,35," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",154.68529299563
"1216",2003,46," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"1217",2008,38," Male"," Married"," Black"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
"1218",2005,62," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",80.5731997057359
